Key,HueName,HuePrefix,HueNumber,Value,Chroma,R,G,B
10.0RP-6-4,10.0RP,RP,10.0,6,4,181,136,148
10.0RP-6-6,10.0RP,RP,10.0,6,6,197,129,145
10.0RP-6-8,10.0RP,RP,10.0,6,8,209,122,142
10.0RP-6-10,10.0RP,RP,10.0,6,10,222,114,140
10.0RP-6-12,10.0RP,RP,10.0,6,12,235,105,137
10.0RP-6-14,10.0RP,RP,10.0,6,14,246,94,135
10.0RP-6-16,10.0RP,RP,10.0,6,16,255,79,133
10.0RP-6-18,10.0RP,RP,10.0,6,18,255,62,132
10.0RP-7-2,10.0RP,RP,10.0,7,2,192,168,179
10.0RP-7-4,10.0RP,RP,10.0,7,4,208,162,175
10.0RP-7-6,10.0RP,RP,10.0,7,6,223,155,172
10.0RP-7-8,10.0RP,RP,10.0,7,8,238,148,168
10.0RP-7-10,10.0RP,RP,10.0,7,10,252,140,165
10.0RP-7-12,10.0RP,RP,10.0,7,12,255,130,162
10.0RP-7-14,10.0RP,RP,10.0,7,14,255,120,159
10.0RP-7-16,10.0RP,RP,10.0,7,16,255,107,157
10.0RP-8-2,10.0RP,RP,10.0,8,2,217,194,206
10.0RP-8-4,10.0RP,RP,10.0,8,4,235,188,202
10.0RP-8-6,10.0RP,RP,10.0,8,6,252,181,198
10.0RP-8-8,10.0RP,RP,10.0,8,8,255,173,194
10.0RP-8-10,10.0RP,RP,10.0,8,10,255,165,191
10.0RP-9-2,10.0RP,RP,10.0,9,2,244,221,234
10.0RP-9-4,10.0RP,RP,10.0,9,4,255,214,229
10.0RP-9-6,10.0RP,RP,10.0,9,6,255,206,225
10.0RP-0-0,10.0RP,RP,10.0,0,0,0,0,0
10.0RP-1-0,10.0RP,RP,10.0,1,0,30,28,30
10.0RP-2-0,10.0RP,RP,10.0,2,0,51,49,52
10.0RP-3-0,10.0RP,RP,10.0,3,0,74,71,75
10.0RP-4-0,10.0RP,RP,10.0,4,0,99,95,101
10.0RP-5-0,10.0RP,RP,10.0,5,0,125,121,127
10.0RP-6-0,10.0RP,RP,10.0,6,0,151,146,154
10.0RP-7-0,10.0RP,RP,10.0,7,0,178,172,181
10.0RP-8-0,10.0RP,RP,10.0,8,0,201,198,209
10.0RP-9-0,10.0RP,RP,10.0,9,0,232,234,237
10.0RP-10-0,10.0RP,RP,10.0,10,0,253,253,253
